athlete_id,playing_level,first_test_date,last_test_date,n_sessions,body_weight_bin,relative_strength,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR
P-C6C3617D,High School,2023-01-22,2023-01-22,1,140-150 lbs,2.9,38.25,3076.09,3458.83,53.48,3619.42,478.67,332.67,0.47,-43.4,-4.37,-10.67,-10.25,1.51,1382.19,1350.86,17.86,36.66,3300.95,51.04,-6.99,-2.04,2473.2,1837.63,1055.2,1318.95,1546.7,22745.06,18.28,1.48,67.57,723.53,723.53,-3.57,-3.56,52.0,48.0,,27.2,,34.9
P-9893D67C,High School,2023-01-22,2023-01-22,1,140-150 lbs,3.62,42.24,3775.49,3808.68,56.79,4037.12,506.25,300.75,0.59,-38.94,-7.28,-6.35,-8.07,1.48,1621.16,1610.59,135.33,41.39,3879.98,57.85,2.43,-2.12,3048.6,2381.55,1290.4,2090.9,2376.7,60105.42,38.34,2.35,159.17,,,,,,,,,,
P-E3B47AC9,High School,2023-01-23,2023-01-23,1,120-130 lbs,,25.99,3211.05,2163.19,39.1,3700.57,535.25,306.0,0.32,-35.04,-1.29,-10.77,4.63,15.61,1274.25,1293.48,168.74,,,,,,,,,,,,,,,,,,,,,,,,
P-44C0E6D1,High School,2023-01-23,2023-01-23,1,110-120 lbs,,21.23,2931.16,1740.47,34.8,3120.97,450.25,319.0,0.29,-36.25,-1.74,4.43,-4.56,5.82,1063.77,1075.8,22.45,,,,,,,,,,,,,,,,,,,,,,,,
P-525D0916,High School,2023-01-23,2023-01-23,1,80-90 lbs,,23.79,2481.42,1583.18,39.47,2152.63,479.0,283.5,0.31,-26.25,7.89,14.79,7.87,7.01,811.86,787.24,135.05,,,,,,,,,,,,,,,,,,,,,,,,
P-04913AE7,High School,2023-01-23,2023-01-23,1,140-150 lbs,,20.41,2446.82,2236.52,34.42,1749.31,613.25,331.0,0.27,-31.67,1.13,-4.75,-9.08,-0.18,1249.4,988.18,217.2,,,,,,,,,,,,,,,,,,,,,,,,
P-CC1EDF01,High School,2023-01-23,2023-01-23,1,120-130 lbs,,17.72,3322.69,1814.64,31.51,2539.71,536.5,297.5,0.2,-23.34,11.72,10.14,11.27,2.76,1107.52,1066.66,290.97,,,,,,,,,,,,,,,,,,,,,,,,
P-C52D496C,High School,2023-01-23,2023-01-23,1,110-120 lbs,,26.29,3361.24,2088.02,40.0,3897.58,490.5,306.75,0.4,-35.32,13.45,14.12,17.45,10.84,1257.34,1289.4,103.57,,,,,,,,,,,,,,,,,,,,,,,,
P-D5C9EFCD,High School,2023-01-23,2023-01-23,1,70-80 lbs,,24.44,2116.5,1504.01,42.88,1501.03,487.25,264.25,0.35,-23.63,9.44,18.99,9.07,16.89,781.63,675.74,179.72,,,,,,,,,,,,,,,,,,,,,,,,
P-991B89C2,High School,2023-01-23,2023-01-23,1,100-110 lbs,,20.84,2142.41,1646.69,35.46,2059.67,515.25,348.75,0.29,-35.32,3.62,-2.92,0.96,-1.01,909.56,892.82,135.31,,,,,,,,,,,,,,,,,,,,,,,,
P-F0126D30,High School,2023-01-23,2023-01-23,1,140-150 lbs,,20.43,3597.17,2368.9,34.99,3716.11,497.75,326.25,0.3,-34.11,-0.92,2.39,-0.06,-3.2,1368.78,1375.33,148.79,,,,,,,,,,,,,,,,,,,,,,,,
P-A5FB8B30,High School,2023-01-23,2023-01-23,1,80-90 lbs,,19.73,3267.88,1281.96,35.01,2933.67,420.5,234.5,0.3,-21.95,17.02,39.33,13.65,11.7,860.55,832.46,123.68,,,,,,,,,,,,,,,,,,,,,,,,
P-4F8362A5,High School,2023-01-23,2023-01-23,1,70-80 lbs,,18.35,1557.77,1085.01,33.16,934.25,503.0,327.0,0.25,-23.59,-2.67,2.23,-1.27,-5.16,645.18,505.94,140.67,,,,,,,,,,,,,,,,,,,,,,,,
P-3792342A,High School,2023-01-24,2023-01-24,1,190-200 lbs,3.83,52.61,4343.19,5873.02,67.52,6174.91,538.5,328.0,0.6,-47.7,-0.37,6.22,-4.75,-2.24,2281.28,2296.78,222.53,45.67,5655.97,65.02,6.68,-1.82,4118.04,3268.29,1535.29,1861.04,2230.04,42027.08,38.17,3.07,204.44,1713.87,867.2,11.97,5.5,67.0,67.0,,54.9,,59.8
P-31139352,High School,2023-01-24,2023-01-24,1,230-240 lbs,,17.2,8094.96,3705.89,34.61,7515.23,438.25,279.0,0.3,-24.67,-2.33,1.89,-3.16,-18.25,2352.63,2368.06,396.98,13.15,3143.77,29.36,-3.19,-12.88,,,,,,41539.23,18.55,1.66,77.43,,,,,,,,,,
P-C8C401AF,High School,2023-01-24,2023-01-24,1,150-160 lbs,,35.49,3796.28,3856.87,54.66,4545.35,504.0,312.5,0.47,-38.17,7.9,23.47,12.37,-2.93,1589.25,1530.45,85.56,28.67,3318.05,47.02,10.63,1.04,,,,,,35433.81,35.22,2.78,177.96,,,,,,,,,,
P-13BF90E9,High School,2023-01-24,2023-01-24,1,230-240 lbs,1.63,29.69,5097.49,4825.21,45.14,4706.04,588.0,312.75,0.35,-33.31,6.57,10.65,8.25,12.68,2199.52,2143.09,442.8,29.45,4792.26,44.83,8.52,12.7,2768.3,1710.16,1323.1,1543.9,1775.3,30961.34,22.35,1.73,88.73,,,,,,,,,,
P-ADFE0A0C,High School,2023-01-24,2023-01-24,1,150-160 lbs,,39.69,3426.86,3706.14,52.75,4195.04,554.5,303.0,0.53,-43.2,-1.09,-5.78,3.02,1.79,1655.67,1650.73,169.39,39.58,3969.87,56.5,-7.1,3.09,,,,,,12973.53,30.65,2.48,151.34,,,,,,,,,,
P-6342737E,High School,2023-01-24,2023-01-24,1,250-260 lbs,2.06,32.59,5484.12,5598.72,48.21,5253.97,618.5,347.75,0.34,-39.08,1.49,-4.37,-4.55,-0.3,2702.61,2653.26,501.63,23.62,4563.34,39.3,-0.75,-3.7,3490.9,2341.56,1823.0,2214.5,2673.6,48553.99,28.24,2.28,128.46,,,,,,,,,,
P-2504D5F4,High School,2023-01-25,2023-01-25,1,100-110 lbs,,18.43,,1657.61,33.98,,377.0,230.25,0.36,-18.19,4.88,8.04,6.98,3.93,1118.62,1094.8,151.09,,,,,,,,,,,,,,,,,,,,,,,,
P-C2F15364,High School,2023-01-25,2023-01-25,1,60-70 lbs,,25.74,1298.49,1249.94,40.14,802.57,616.25,343.75,0.3,-31.04,0.75,-2.87,-3.37,-1.59,616.86,523.91,125.37,,,,,,,,,,,,,,,,,,,,,,,,
P-DDEBCA32,High School,2023-01-25,2023-01-25,1,150-160 lbs,,30.33,4348.91,3328.92,45.94,4660.15,487.25,293.0,0.4,-32.56,12.04,14.54,12.63,3.15,1538.3,1510.34,94.62,,,,,,,,,,,,,,,,,,,,,,,,
P-6360D1FD,High School,2023-01-25,2023-01-25,1,80-90 lbs,,17.91,2289.15,1152.44,31.59,1537.82,451.0,290.5,0.25,-22.67,6.69,8.45,4.03,9.21,683.66,666.76,149.1,,,,,,,,,,,,,,,,,,,,,,,,
P-4B933C39,High School,2023-01-25,2023-01-25,1,110-120 lbs,,19.29,2695.28,1882.54,35.43,1988.46,532.5,318.0,0.25,-26.37,9.63,12.69,6.26,3.68,1058.15,937.93,227.36,,,,,,,,,,,,,,,,,,,,,,,,
P-2AF22AD4,High School,2023-01-25,2023-01-25,1,100-110 lbs,,26.22,2519.65,1951.49,39.34,2685.14,529.75,308.25,0.36,-38.67,4.8,15.26,5.68,4.7,1062.74,1064.46,92.55,,,,,,,,,,,,,,,,,,,,,,,,
P-15A8F954,High School,2023-01-25,2023-01-25,1,90-100 lbs,,22.25,2462.78,1548.3,36.67,2337.39,480.5,315.0,0.27,-31.17,6.71,5.49,10.45,1.91,816.93,811.03,49.32,,,,,,,,,,,,,,,,,,,,,,,,
P-AE2EED6F,High School,2023-01-26,2023-01-26,1,170-180 lbs,2.93,31.37,10596.22,4316.65,53.13,10232.64,343.5,203.0,0.59,-22.35,1.19,18.84,-1.0,-7.45,2405.06,2362.31,85.56,28.24,3692.87,45.45,5.9,-3.3,3134.83,2337.55,1582.08,1715.08,1976.33,36521.36,26.85,2.24,120.35,1146.48,813.14,-15.37,-12.16,65.0,58.0,,39.3,,43.5
P-BC939460,High School,2023-01-26,2023-01-26,1,180-190 lbs,,22.44,4591.23,2950.58,34.86,5186.44,521.0,329.25,0.3,-35.21,2.84,6.73,1.71,1.4,1816.13,1838.45,224.18,17.95,2899.26,34.25,7.25,1.87,,,,,,49824.04,18.36,1.96,87.89,1006.44,980.02,3.65,3.66,63.0,51.0,,44.1,,46.6
P-BB14E9FE,High School,2023-01-26,2023-01-29,2,210-220 lbs,,30.16,6200.47,4567.53,45.8,6296.32,499.33,300.33,0.39,-31.64,14.73,27.27,9.85,6.26,2270.56,2282.96,321.36,26.28,4136.71,41.47,10.57,6.37,3300.2,2314.93,1267.4,1497.6,1777.7,30527.74,20.31,1.62,75.44,774.45,774.45,2.23,1.98,,,,,,
P-53746619,High School,2023-01-26,2023-01-29,2,230-240 lbs,,26.81,5329.96,4581.69,43.3,5162.78,596.33,342.33,0.35,-33.7,0.51,-4.06,2.89,18.49,2206.54,2307.84,511.82,22.14,3968.81,37.51,20.59,10.41,3568.2,2523.69,1656.5,1921.3,2732.9,22131.11,22.88,1.58,75.53,,,,,,,,,,
P-9A024949,High School,2023-01-27,2023-01-27,1,70-80 lbs,,26.18,2110.1,1411.39,40.0,2174.93,478.75,304.5,0.38,-31.86,16.45,27.77,16.12,-6.33,728.19,728.19,59.81,,,,,,,,,,,,,,,,,,,,,,,,
P-1E8DE85D,High School,2023-01-27,2023-01-27,1,160-170 lbs,,30.26,4421.08,3450.72,45.76,4645.62,473.5,284.5,0.42,-34.89,-0.01,5.76,-1.83,2.51,1701.51,1691.76,151.01,28.22,3170.39,42.04,9.17,-0.07,,,,,,28012.75,17.13,1.7,74.88,,,,,,,,,,
P-E6EC5A17,High School,2023-01-27,2023-01-27,1,130-140 lbs,,22.06,2986.17,2407.01,38.23,2343.69,508.5,306.0,0.28,-27.71,10.59,4.47,11.43,14.58,1263.04,1053.79,232.04,18.93,2215.36,35.18,-5.96,3.85,,,,,,16537.12,15.49,1.35,56.32,,,,,,,,,,
P-046930B0,High School,2023-01-27,2023-01-27,1,120-130 lbs,,29.56,2834.22,2443.63,43.75,2921.77,519.25,319.0,0.39,-36.23,2.68,0.99,2.57,-1.67,1160.12,1137.74,112.47,27.8,2371.12,42.45,15.11,-2.38,,,,,,18056.42,26.07,1.74,97.05,,,,,,,,,,
P-1688FC8E,High School,2023-01-27,2023-01-27,1,60-70 lbs,,22.67,5264.64,946.07,33.2,503.55,599.5,420.0,0.27,-25.29,5.65,12.48,1.49,4.6,491.84,417.76,193.26,,,,,,,,,,,,,,,,,,,,,,,,
P-D3ADE5AE,High School,2023-01-27,2023-01-27,1,170-180 lbs,3.11,44.03,5335.7,4900.59,62.9,8056.76,451.67,268.33,0.65,-38.06,16.69,31.18,10.57,-4.5,2055.69,2071.7,43.1,40.37,4608.68,59.16,13.15,0.64,3141.8,2375.31,1159.0,1405.3,1530.3,42338.46,38.44,2.24,153.13,,,,,,,,,,
P-F7F259F2,High School,2023-01-27,2023-01-27,1,90-100 lbs,,26.06,2057.58,1740.97,40.06,1790.01,601.5,336.25,0.32,-37.94,1.64,0.0,5.72,1.68,963.94,960.91,201.47,22.03,1655.31,38.09,11.27,-0.02,,,,,,19592.06,25.23,1.77,97.58,,,,,,,,,,
P-835DF8DA,High School,2023-01-28,2023-01-28,1,110-120 lbs,,22.58,2491.73,2081.9,38.79,2056.82,539.25,330.25,0.33,-31.58,6.45,10.04,1.66,-6.57,1064.01,970.16,192.52,20.97,2075.8,38.67,5.72,-6.11,,,,,,16337.33,20.82,1.53,78.82,,,,,,,,,,
P-29FD47B4,High School,2023-01-29,2023-01-29,1,150-160 lbs,3.4,41.78,5506.62,4374.63,62.29,5251.84,456.0,225.0,0.63,-29.56,8.21,21.81,8.48,8.73,1823.69,1734.44,112.44,37.02,4100.19,58.38,18.47,1.39,3025.81,2338.36,1175.06,1594.31,1969.06,25072.66,29.67,2.27,142.19,885.94,705.27,0.37,-1.49,61.0,59.0,,28.1,,29.7
P-4FF3937F,High School,2023-01-29,2023-01-29,1,190-200 lbs,3.08,42.46,5000.66,5275.89,58.31,6243.54,529.67,285.67,0.59,-43.57,7.02,7.01,10.65,11.29,2307.09,2320.9,145.04,39.6,5238.78,57.89,10.75,7.25,3620.9,2734.87,1669.2,2318.7,2720.8,50751.01,24.38,2.32,127.15,1023.71,1023.71,1.53,1.53,69.0,71.0,,42.0,,47.8
P-0CA8819C,High School,2023-01-29,2023-01-29,1,140-150 lbs,2.3,36.64,4699.07,3555.72,52.48,5165.4,465.33,260.33,0.5,-30.19,5.08,3.32,1.61,-2.77,1649.27,1625.57,207.87,32.78,3436.13,50.72,-7.25,2.17,2196.4,1530.14,1058.1,1300.0,1582.1,77799.27,30.4,2.94,173.95,1133.0,683.02,12.5,4.68,58.0,55.0,,43.1,,49.3
P-A31672BE,High School,2023-01-29,2023-01-29,1,190-200 lbs,2.71,26.96,4888.48,3847.11,43.73,5378.08,484.0,297.67,0.41,-33.12,3.13,10.07,3.51,-10.31,1802.27,1771.32,152.3,23.05,3648.36,41.47,-0.75,-4.63,3203.0,2338.94,1271.5,1450.3,1716.3,33866.15,30.04,2.26,131.65,862.43,862.43,-3.65,-3.7,55.0,62.0,,36.4,,55.8
P-7E444819,High School,2023-01-29,2023-01-29,1,170-180 lbs,3.23,37.06,9172.23,4969.81,61.03,11097.73,367.0,199.67,0.69,-26.15,13.09,18.48,11.21,24.03,2411.47,2386.6,12.45,38.16,4386.01,53.86,11.09,14.41,3384.9,2582.42,1116.4,1275.4,1594.0,43706.73,39.83,2.92,205.65,1235.07,817.41,-2.85,-3.53,65.0,56.0,,35.5,,29.2
P-77C62630,High School,2023-01-30,2023-01-30,1,80-90 lbs,,26.08,2225.34,1645.84,42.38,1901.1,466.5,306.0,0.32,-28.73,4.7,1.86,3.9,7.89,811.86,682.04,43.94,,,,,,,,,,,,,,,,,,,,,,,,
P-356E2808,High School,2023-01-30,2023-01-30,1,110-120 lbs,,22.82,4294.01,2068.19,40.55,3631.33,432.0,234.5,0.38,-22.27,5.59,16.37,5.12,-19.31,1189.28,1105.78,159.78,22.88,1912.39,37.49,8.34,-6.45,,,,,,27430.2,23.65,2.19,114.69,,,,,,,,,,
P-BB08B421,High School,2023-01-30,2023-01-30,1,150-160 lbs,,21.35,3371.85,2505.34,34.51,2815.13,549.0,382.5,0.26,-34.72,21.71,26.14,22.01,7.24,1359.04,1354.41,186.48,18.85,2335.02,32.16,14.42,8.26,,,,,,45340.68,17.31,1.7,74.6,,,,,,,,,,
P-59D63FCA,High School,2023-01-30,2023-01-30,1,90-100 lbs,,27.95,2060.32,1849.78,42.2,2071.65,533.75,347.5,0.36,-36.68,9.67,8.93,3.51,2.45,894.59,883.73,134.22,24.81,1711.01,39.04,16.36,5.94,,,,,,38828.02,27.28,2.6,151.95,,,,,,,,,,
P-EFBDDF9A,High School,2023-01-30,2023-01-30,1,100-110 lbs,,34.87,3842.97,2603.94,52.29,4457.68,434.75,237.5,0.54,-31.25,-8.25,9.97,-8.85,-12.28,1245.95,1245.88,45.74,28.89,2283.84,45.86,9.68,-5.59,,,,,,22095.39,26.21,2.37,131.5,,,,,,,,,,
P-38904E2A,High School,2023-01-30,2023-01-30,1,110-120 lbs,,27.69,2974.46,2186.9,42.18,3195.82,481.25,296.0,0.41,-32.95,12.82,18.94,10.65,6.0,1075.97,1069.59,88.95,,,,,,,,,,,,,,,,,,,,,,,,
P-6F5FFEFE,High School,2023-01-30,2023-01-30,1,80-90 lbs,,16.28,2167.13,1175.58,30.04,1817.55,473.25,316.5,0.25,-29.26,7.85,4.6,7.19,10.4,711.45,686.26,58.0,,,,,,,,,,,,,,,,,,,,,,,,
P-CDD580BB,High School,2023-01-30,2023-01-30,1,100-110 lbs,,19.36,2341.41,1503.29,32.77,1920.89,509.0,321.0,0.29,-28.37,-6.39,-10.65,-7.77,-0.15,864.81,870.4,211.24,,,,,,,,,,,,,,,,,,,,,,,,
P-70999C4C,High School,2023-01-30,2023-01-30,1,70-80 lbs,,27.58,2678.28,1501.37,44.1,2518.8,434.0,242.75,0.42,-25.34,-3.55,6.39,-4.24,-8.68,790.71,764.67,110.33,22.97,1323.85,38.88,14.59,-1.33,,,,,,16196.81,21.74,2.24,116.93,,,,,,,,,,
P-6FD0A9E8,High School,2023-01-31,2023-01-31,1,110-120 lbs,,24.64,4149.03,2223.73,41.4,3850.46,409.0,248.25,0.47,-25.45,4.59,8.63,5.44,0.68,1159.51,1122.15,68.74,20.28,1960.67,36.5,4.1,2.85,,,,,,17175.09,23.15,1.77,92.67,,,,,,,,,,
P-BFF4E326,High School,2023-01-31,2023-01-31,1,280-290 lbs,2.0,22.57,9010.29,5265.35,40.78,5470.41,507.5,257.5,0.31,-20.75,3.65,29.85,9.25,-12.07,2836.41,2538.5,687.94,22.14,5027.29,38.94,9.09,0.92,3809.3,2536.99,1295.7,1509.8,1682.4,26760.2,18.35,1.32,60.72,,,,,,,,,,
P-70D241E1,High School,2023-01-31,2023-01-31,1,150-160 lbs,,22.44,3725.45,2921.05,40.35,3563.52,482.75,343.25,0.32,-33.56,3.45,21.26,8.2,7.56,1498.49,1297.59,61.15,18.93,2562.36,35.4,11.07,3.62,,,,,,18835.78,18.77,1.46,68.45,,,,,,,,,,
P-2EE4E7C4,High School,2023-02-01,2023-02-01,1,90-100 lbs,,26.58,2684.79,1728.3,42.19,2479.82,457.25,268.0,0.38,-28.15,17.09,23.96,19.97,16.36,890.33,856.57,103.81,,,,,,,,,,,,,,,,,,,,,,,,
P-FC51D1C8,High School,2023-02-02,2023-02-02,1,180-190 lbs,2.38,26.47,6496.99,3725.88,44.04,6071.77,431.0,251.67,0.46,-25.25,3.18,3.82,0.28,9.75,1904.22,1806.49,164.12,20.58,3054.36,36.1,11.3,8.96,2798.5,1972.09,1467.8,1808.1,2116.2,77243.65,18.45,1.91,86.45,892.97,892.97,-3.9,-3.86,52.0,54.0,35.0,,42.1,
P-59590E90,High School,2023-02-02,2023-02-02,1,190-200 lbs,2.7,40.62,5964.2,5370.05,59.72,6682.92,471.67,263.33,0.59,-33.26,-8.72,-9.57,-8.55,2.9,2188.45,2161.23,180.69,41.25,5592.71,62.19,-10.36,-0.46,3262.0,2377.34,1198.2,1411.0,1912.1,25820.21,24.93,1.92,109.65,836.71,836.71,7.2,7.19,54.0,63.0,,54.2,,49.5
P-21AED2DB,High School,2023-02-03,2023-02-03,1,130-140 lbs,,21.55,6491.13,2369.79,39.72,5619.55,358.5,233.5,0.36,-20.39,21.08,24.76,19.66,10.37,1403.6,1386.6,67.35,21.24,2325.5,38.98,17.14,10.85,,,,,,28608.25,16.26,1.75,75.02,,,,,,,,,,
P-13D6BCF8,High School,2023-02-03,2023-02-03,1,110-120 lbs,,16.84,1523.24,1565.77,29.93,1138.58,720.75,407.75,0.18,-40.41,4.2,11.95,2.54,3.86,905.13,823.31,209.21,,,,,,,,,,,,,,,,,,,,,,,,
P-B16EAC7B,High School,2023-02-03,2023-02-03,1,230-240 lbs,,22.34,5826.88,3850.95,36.4,6783.89,463.5,350.0,0.3,-36.1,0.7,8.01,1.03,-9.21,2161.53,2180.78,77.53,20.14,3589.91,33.93,0.3,-1.55,,,,,,27972.09,13.74,1.16,45.58,,,,,,,,,,
P-0E47214F,High School,2023-02-03,2023-02-03,1,100-110 lbs,,17.38,2072.83,1403.63,30.8,2243.88,511.75,366.75,0.27,-37.32,4.7,8.94,2.7,-4.29,831.6,835.04,63.19,,,,,,,,,,,,,,,,,,,,,,,,
P-8DC5230C,High School,2023-02-03,2023-02-03,1,180-190 lbs,3.06,30.07,5452.15,3855.43,46.83,6082.77,562.75,267.25,0.36,-29.69,1.51,13.86,1.81,-18.08,2018.18,1985.45,386.21,26.38,3503.13,42.55,8.57,-12.62,3277.1,2466.78,1555.4,1889.5,2133.2,42902.52,19.67,1.88,90.19,,,,,,,,,,
P-102E307D,High School,2023-02-03,2023-02-03,1,90-100 lbs,,27.2,2797.66,1904.43,42.76,3178.63,483.25,268.25,0.41,-36.05,9.04,11.99,5.17,3.43,1063.39,1091.26,113.55,,,,,,,,,,,,,,,,,,,,,,,,
P-D8F53393,High School,2023-02-04,2023-02-04,1,150-160 lbs,,20.53,3384.4,2601.84,37.97,2959.35,564.0,314.0,0.33,-29.97,2.58,36.21,6.63,-28.06,1367.67,1275.26,255.89,17.95,2510.99,36.64,15.99,-9.54,,,,,,47367.2,17.18,1.43,64.95,,,,,,,,,,
P-B3F6F6E1,High School,2023-02-04,2023-02-04,1,70-80 lbs,,13.54,,974.99,28.34,,450.25,260.5,0.18,-17.61,5.68,8.07,9.05,-14.7,669.27,581.19,168.15,,,,,,,,,,,,,,,,,,,,,,,,
P-2F1554A6,High School,2023-02-04,2023-02-04,1,90-100 lbs,,21.76,2690.74,1538.89,36.68,2743.42,447.25,291.5,0.33,-30.65,3.02,21.59,-7.46,-31.04,907.08,908.44,84.6,18.8,1464.47,34.9,4.14,-18.87,,,,,,28034.16,16.64,1.87,82.88,,,,,,,,,,
P-3AF11B3D,High School,2023-02-04,2023-02-04,1,170-180 lbs,2.95,29.73,2423.55,3535.89,45.35,2157.35,754.75,349.25,0.31,-41.13,-2.25,4.51,-4.81,-35.76,1607.98,1483.2,484.93,26.74,3415.5,43.81,3.5,-23.14,3009.1,2259.38,971.2,1081.9,1195.2,19876.15,25.83,1.61,89.26,,,,,,,,,,
P-C0F70A77,High School,2023-02-04,2023-02-04,1,160-170 lbs,1.95,29.92,2276.72,3703.83,48.05,1966.27,678.75,374.5,0.33,-44.72,4.62,19.34,9.76,-28.13,1641.56,1342.66,326.84,28.12,3594.57,46.64,6.67,-18.68,2235.7,1471.37,932.3,1018.3,1156.2,22177.1,15.95,1.38,57.68,,,,,,,,,,
P-807B22DD,High School,2023-02-04,2023-02-04,1,60-70 lbs,,17.78,,1126.87,35.54,,469.25,249.0,0.28,-19.79,7.09,20.55,15.25,8.77,717.15,638.28,150.97,,,,,,,,,,,,,,,,,,,,,,,,
P-E76A3C17,High School,2023-02-04,2023-02-04,1,100-110 lbs,,21.39,1855.98,1542.62,33.48,1538.77,618.0,392.5,0.21,-34.04,-7.47,1.42,-7.79,-12.24,843.77,819.87,189.46,,,,,,,,,,,,,,,,,,,,,,,,
P-7006A3F8,High School,2023-02-05,2023-02-05,1,170-180 lbs,3.05,23.76,3920.52,3246.75,39.73,4081.2,551.25,310.75,0.36,-37.04,0.92,-4.21,-2.74,5.67,1688.53,1678.25,227.59,23.1,3270.1,40.01,0.4,5.14,3253.1,2446.31,1310.6,1585.9,1965.1,44809.75,21.1,2.26,114.55,,,,,,,,,,
P-A64140E6,High School,2023-02-05,2023-02-05,1,150-160 lbs,3.9,41.75,4245.97,4167.6,58.77,5056.25,467.0,278.67,0.59,-37.63,7.62,14.66,4.3,3.44,1669.33,1689.03,101.89,34.59,3592.04,50.66,8.13,3.94,3410.8,2712.57,1139.8,1434.9,1713.2,32591.01,32.39,2.39,146.83,1142.48,712.73,-5.88,-3.53,69.0,73.0,,37.6,,48.7
P-EC84FE58,High School,2023-02-05,2023-02-05,1,140-150 lbs,4.04,39.95,4092.25,3742.67,56.82,4180.56,497.5,256.0,0.6,-35.85,-2.01,0.14,-2.35,1.64,1616.98,1608.37,144.61,40.63,3689.34,56.01,1.55,3.16,3260.6,2608.36,1237.0,1622.5,1884.8,33509.28,30.19,2.38,141.42,,,,,,,,,,
P-134972BC,High School,2023-02-05,2023-02-05,1,110-120 lbs,,30.66,3346.49,2301.18,44.82,3621.41,434.75,311.0,0.41,-31.58,-7.65,-9.38,-8.74,-2.95,1099.04,1106.8,50.8,29.33,2292.68,44.65,-14.09,-1.11,,,,,,18187.57,20.45,1.86,91.49,,,,,,,,,,
P-93EAB959,High School,2023-02-05,2023-02-05,1,170-180 lbs,3.24,33.89,3939.36,4081.68,50.39,4232.27,512.25,312.75,0.46,-38.43,7.61,12.58,10.28,0.02,1763.33,1690.37,187.26,34.94,4233.12,52.26,9.48,-0.52,3372.9,2576.21,1695.1,2102.8,2343.4,35579.4,26.73,2.31,130.82,,,,,63.0,65.0,,38.8,,60.7
P-2A3EA6F3,High School,2023-02-05,2023-02-05,1,120-130 lbs,,23.1,2584.84,2135.5,37.35,2477.55,527.5,367.25,0.3,-37.14,-1.92,-3.48,-3.23,-9.21,1074.1,1025.3,64.39,21.0,1961.01,34.3,-0.79,-5.01,,,,,,15552.07,20.74,1.42,71.7,,,,,,,,,,
P-DB8692A1,High School,2023-02-05,2023-02-05,1,140-150 lbs,3.34,27.97,3722.82,2786.93,41.04,3847.58,511.25,309.25,0.37,-36.03,-5.29,-5.17,-2.38,-3.42,1515.04,1522.41,188.89,25.48,2671.48,39.34,5.09,-4.74,2888.2,2221.74,1469.0,1918.8,2253.5,32788.79,20.15,2.06,104.62,,,,,,,,,,
P-4D10520B,High School,2023-02-05,2023-02-05,1,170-180 lbs,3.66,38.13,4626.03,4142.05,53.2,6258.83,492.5,308.5,0.5,-40.07,-11.65,-13.46,-7.27,2.65,1970.1,2014.93,158.81,33.38,4220.09,54.2,-13.45,0.87,3559.8,2790.76,1828.8,2292.8,2567.5,22994.77,29.07,2.33,142.38,775.11,775.11,-7.15,-7.7,66.0,61.0,,45.3,,34.6
P-35FC6A32,High School,2023-02-05,2023-02-05,1,120-130 lbs,,28.67,3819.5,2589.33,46.01,3724.1,466.0,261.0,0.42,-29.48,8.65,10.9,8.81,7.28,1267.94,1259.56,140.96,24.17,2223.79,39.51,13.26,10.42,,,,,,25507.7,22.63,2.17,111.2,,,,,,,,,,
P-DE1D4527,High School,2023-02-05,2023-02-05,1,110-120 lbs,,26.97,2310.34,2124.22,42.46,2077.39,541.75,331.75,0.35,-34.66,14.57,18.19,14.35,9.7,1006.64,929.75,134.55,26.1,2060.89,41.2,17.22,14.45,,,,,,24692.49,18.01,1.74,81.25,,,,,,,,,,
