athlete_id,playing_level,first_test_date,last_test_date,n_sessions,body_weight_bin,relative_strength,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR
P-D4CB5AE6,College,2021-07-12,2021-07-12,1,210-220 lbs,3.05,42.34,6661.64,5536.05,56.75,9433.67,489.25,282.75,0.63,-40.45,-6.56,1.23,-4.7,-11.57,2785.01,2796.36,104.99,37.27,5339.73,54.74,0.02,-5.56,3869.4,2913.55,1821.9,2319.5,2630.6,58225.99,31.14,2.69,166.3,,,,,72.0,62.0,50.1,59.7,47.9,51.3
P-8569E172,College,2021-07-19,2021-10-20,3,200-210 lbs,3.573,48.393,6249.537,6106.98,65.17,8100.89,521.5,242.75,0.66,-36.28,0.207,-6.883,1.787,1.24,2565.763,2545.91,274.403,40.29,5125.883,54.69,9.67,0.87,4205.667,3285.93,1522.667,1956.5,2372.533,78275.955,28.895,2.495,147.48,,,,,54.333,60.0,43.233,46.6,32.433,42.033
P-A60D2CF1,College,2021-08-02,2021-10-27,3,230-240 lbs,4.255,39.54,6687.025,5700.755,54.48,7896.1,533.125,278.5,0.565,-36.805,12.86,17.625,12.63,7.72,2691.135,2679.555,243.275,35.11,5684.58,54.32,10.36,10.135,5467.467,4454.373,1780.5,2567.533,3399.633,48749.27,33.15,2.535,158.42,,,,,59.667,72.0,52.233,51.567,57.8,47.2
P-87744F76,College,2021-08-03,2021-08-03,1,270-280 lbs,1.81,20.55,5909.17,4580.51,36.31,4190.62,590.75,302.0,0.25,-27.82,8.68,17.6,14.16,-0.29,2533.41,2404.03,750.98,19.15,4300.09,34.08,9.86,1.36,3474.3,2239.05,2334.1,2628.5,2808.2,48643.39,15.19,1.56,63.58,,,,,50.0,45.0,42.8,39.2,48.8,28.9
P-A846FE5A,College,2021-08-09,2021-12-15,3,190-200 lbs,3.68,42.943,5756.067,5357.197,60.56,8261.773,460.833,276.25,0.607,-38.55,3.91,-2.323,-0.82,6.487,2309.983,2290.163,71.607,36.703,4912.777,55.523,7.163,4.557,4059.1,3194.94,1889.833,2419.733,2731.6,35885.86,28.897,2.487,145.47,,,,,69.667,56.667,56.067,53.667,51.633,54.4
P-CC9D1B18,College,2021-08-16,2021-09-27,2,210-220 lbs,3.295,42.29,5636.33,5602.93,57.23,8543.78,474.5,307.25,0.605,-44.77,3.745,2.565,7.87,10.305,2517.665,2585.565,75.18,39.15,5338.4,54.53,10.375,7.23,4123.75,3165.49,1848.8,2268.95,2814.05,45550.18,30.455,2.375,145.785,,,,,59.5,57.0,44.05,51.15,29.7,46.9
P-046051B7,College,2021-08-17,2021-08-17,1,190-200 lbs,,48.19,5988.31,5344.41,61.58,9148.39,462.0,274.5,0.73,-41.84,-4.98,-7.55,-2.14,7.1,2636.23,2636.46,133.62,43.3,5111.73,58.9,7.52,4.32,,,,,,25935.93,37.76,2.61,177.09,,,,,56.0,44.0,60.2,64.0,74.5,75.5
P-D61ADA89,College,2021-08-18,2022-04-14,2,170-180 lbs,2.7,41.51,4033.715,4320.26,55.41,5151.405,554.75,308.0,0.5,-44.885,12.185,18.365,8.755,6.505,1948.16,1955.315,149.23,34.545,3925.07,50.34,20.335,2.985,2827.8,2064.7,1158.0,1427.9,1857.7,38900.58,31.525,2.795,175.905,,,,,63.0,61.0,36.55,39.95,39.4,42.1
P-786ED6A2,College,2021-08-24,2023-02-12,5,170-180 lbs,3.107,27.838,4957.798,3390.115,41.828,5792.952,436.145,300.5,0.492,-37.6,4.448,3.03,5.388,5.142,1872.198,1904.678,48.772,24.09,3144.425,38.828,2.758,5.44,3275.575,2480.375,1271.85,1672.1,1957.825,58505.72,28.367,2.447,144.5,860.69,860.69,0.185,0.22,63.75,64.5,39.75,43.9,32.25,38.567
P-903909C4,College,2021-08-30,2022-09-26,4,180-190 lbs,3.582,36.122,7184.45,4552.022,53.812,9186.342,415.708,244.082,0.607,-30.875,6.148,2.985,8.632,12.668,2211.993,2214.43,48.582,31.365,3979.558,47.055,-0.505,9.74,3792.992,2963.105,1358.488,1768.285,2229.185,24175.903,33.693,2.34,147.84,,,,,58.0,59.75,43.333,45.233,36.333,38.1
P-723109CD,College,2021-09-01,2022-09-12,6,170-180 lbs,3.86,45.662,4598.078,4509.857,55.882,7285.905,496.167,330.805,0.597,-47.523,-7.947,-7.648,-3.172,-2.578,2188.69,2214.922,34.525,40.497,4298.678,53.27,-4.312,-0.752,3843.227,3051.028,1340.765,1744.647,2108.163,39942.25,26.056,1.852,103.474,,,,,69.167,68.167,52.633,50.183,60.617,48.15
P-7B96C038,College,2021-09-14,2021-09-14,1,210-220 lbs,4.17,31.34,6059.67,4577.25,47.42,7714.59,466.5,292.0,0.5,-38.06,0.48,-8.06,5.29,-8.55,2412.27,2446.27,134.27,30.21,4670.14,48.38,-8.57,-4.73,4891.8,3946.64,2042.2,2835.6,3490.0,52121.66,37.49,2.95,195.49,,,,,40.0,62.0,52.0,40.0,55.5,48.2
P-402CEEF2,College,2021-10-04,2021-10-04,1,190-200 lbs,3.58,45.14,7719.69,6212.46,68.9,8934.6,453.25,214.5,0.72,-28.62,-1.58,6.94,-0.88,-6.65,2466.74,2435.6,232.12,42.39,5719.66,63.43,1.29,-5.96,4038.2,3162.37,1076.6,1283.6,1788.7,26795.2,29.67,2.27,138.34,,,,,40.0,40.0,49.4,45.8,49.3,43.5
P-461C7EEF,College,2021-10-18,2021-10-18,1,160-170 lbs,,33.34,4963.15,3484.37,45.5,6040.18,459.33,300.0,0.48,-41.07,5.85,5.8,4.01,-3.98,2077.84,2083.09,48.26,30.9,3568.41,46.6,-15.81,-3.5,,,,,,52269.53,23.1,2.7,137.34,,,,,50.0,54.0,42.0,45.3,46.0,53.9
P-F6551402,College,2021-10-20,2021-10-20,1,150-160 lbs,,23.26,,2462.44,35.48,,673.75,352.5,0.28,-15.36,4.86,28.89,15.45,5.32,1336.79,986.47,596.79,21.37,2304.22,33.2,4.25,3.08,,,,,,41334.36,11.59,1.41,52.3,,,,,39.0,40.0,30.4,35.0,31.0,33.9
P-B1F8EC63,College,2021-11-01,2021-11-01,1,160-170 lbs,,41.37,4724.16,4495.95,59.0,6091.02,462.25,268.0,0.67,-38.61,1.92,10.4,2.24,-0.93,1898.78,1909.53,88.59,39.69,4479.97,58.79,1.79,2.5,,,,,,43770.94,28.99,2.88,175.67,,,,,60.0,64.0,46.3,48.7,38.2,49.1
P-E5DB6E67,College,2021-11-01,2022-10-24,2,200-210 lbs,3.935,47.26,7126.45,5857.425,64.045,11289.685,482.665,255.335,0.715,-39.12,-6.38,-4.235,-2.43,-0.085,2805.245,2825.695,71.4,39.24,5506.055,60.205,-6.69,4.455,4429.825,3529.67,1303.63,1692.67,2000.235,51809.385,34.255,3.11,200.44,1232.48,915.68,3.8,-5.61,51.5,53.0,47.15,58.55,50.85,41.05
P-A8264976,College,2021-11-01,2021-11-01,1,210-220 lbs,3.69,44.93,7187.86,5995.83,60.46,10585.96,453.0,255.75,0.75,-35.11,11.57,16.08,6.62,2.52,2634.15,2630.55,111.75,38.84,5580.3,56.27,3.73,2.16,4562.89,3588.31,1772.16,2141.29,2756.9,33172.67,38.31,2.69,183.12,,,,,57.0,48.0,55.6,49.2,65.2,70.5
P-15464AE3,College,2021-11-01,2022-10-31,4,200-210 lbs,3.222,39.268,6639.81,5042.772,53.582,8335.84,433.208,273.105,0.59,-36.27,-4.04,-7.265,-2.195,1.13,2480.102,2491.665,83.352,36.192,5077.102,53.955,-5.03,-0.878,3894.998,2974.152,1598.075,1930.238,2274.315,43228.328,29.868,2.6,156.988,1142.31,1142.31,0.13,0.13,55.25,64.0,45.225,42.275,41.5,40.775
P-E25DCAA5,College,2021-11-11,2021-11-11,1,170-180 lbs,2.77,42.41,4504.88,4898.39,60.19,5209.58,466.33,285.33,0.58,-37.25,5.14,10.22,6.14,7.37,1874.23,1738.27,59.93,36.92,4138.29,50.85,8.82,3.26,3015.21,2213.52,1082.23,1408.59,1618.01,25053.95,18.26,2.11,102.83,,,,,48.0,52.0,36.7,33.7,24.4,31.7
P-8676D1B9,College,2021-11-15,2021-11-15,1,200-210 lbs,3.99,48.93,5771.96,6059.74,64.82,7942.97,484.25,305.5,0.66,-38.89,-6.05,-9.5,-4.89,-4.46,2301.08,2315.0,73.35,40.07,5398.38,57.74,-14.04,0.85,4577.44,3657.67,1280.99,1593.99,2072.48,46565.64,34.56,2.66,173.22,,,,,72.0,68.0,41.9,57.0,80.7,77.9
P-A946A6CA,College,2021-11-16,2022-02-09,2,220-230 lbs,3.175,33.46,5271.42,4901.175,48.03,5561.24,565.25,293.875,0.45,-37.035,0.255,1.335,-0.505,-0.41,2371.135,2367.97,439.715,29.325,4564.185,44.745,-3.4,-1.52,4171.79,3174.405,1936.135,2465.705,2686.795,52429.73,25.225,2.18,125.375,,,,,66.0,71.0,44.15,49.7,46.25,36.2
P-FF3E7B71,College,2021-11-22,2021-12-29,2,190-200 lbs,4.39,43.165,6537.235,5625.3,62.315,7188.775,462.665,249.665,0.62,-33.52,5.26,17.655,2.91,-6.135,2361.02,2316.64,223.02,39.905,5313.78,58.85,8.815,-5.705,4769.75,3886.32,971.065,1116.82,1231.8,31036.5,31.11,2.275,138.56,,,,,48.5,56.5,52.55,51.4,62.6,70.1
P-CC3C5126,College,2021-11-22,2022-11-07,3,210-220 lbs,3.247,32.947,4613.92,4648.663,47.55,5619.253,592.86,318.89,0.4,-42.7,8.19,11.297,5.023,4.723,2237.957,2245.373,294.523,26.34,4112.523,42.073,8.717,5.27,4070.047,3114.223,1137.16,1242.253,1412.61,30800.583,28.01,1.913,111.737,1252.13,1056.91,-8.47,-10.39,58.0,60.0,36.8,43.933,34.05,34.167
P-11D1CE33,College,2021-11-22,2021-11-22,1,180-190 lbs,,43.96,6928.88,5254.89,61.7,9209.68,450.25,227.0,0.68,-33.95,0.88,6.78,0.38,1.73,2509.0,2513.62,161.62,37.88,5079.33,59.64,7.07,6.24,,,,,,42416.63,23.57,2.62,141.24,,,,,46.0,56.0,38.7,51.7,55.1,55.0
P-7A3380E7,College,2021-11-22,2022-01-31,2,190-200 lbs,4.0,55.415,8621.465,7181.755,79.38,10239.23,412.04,214.875,0.885,-30.265,10.485,6.655,7.225,1.92,2763.55,2764.72,160.81,49.52,6544.47,72.34,-0.295,2.88,4429.105,3545.185,1503.975,1923.475,2502.65,164582.55,26.32,2.675,148.875,,,,,59.5,59.0,48.15,45.6,49.55,53.35
P-EEBB1EF0,College,2021-11-23,2022-12-19,2,160-170 lbs,3.355,39.755,9238.54,4307.49,57.315,5405.105,430.125,297.75,0.595,-36.715,-9.165,-6.535,-7.23,-4.655,1874.765,1797.715,166.855,38.68,4480.645,59.63,7.275,-4.735,3209.18,2470.395,1129.48,1504.5,1933.96,27881.52,34.695,2.66,169.035,1071.53,764.86,0.57,5.72,70.5,63.5,37.7,36.5,24.3,30.55
P-015DCE83,College,2021-11-23,2021-11-23,1,220-230 lbs,3.42,41.12,8797.0,5830.39,57.88,9970.04,403.5,225.75,0.81,-31.63,9.48,21.93,4.62,-2.21,2943.53,2959.6,179.3,33.78,5365.5,53.31,15.75,1.82,4369.45,3379.76,1757.76,2489.23,3179.08,31550.84,40.53,2.62,166.12,,,,,48.0,49.0,50.8,55.8,46.4,53.9
P-E858EE62,College,2021-11-23,2021-11-23,1,190-200 lbs,3.5,45.61,5866.56,5283.03,60.57,6810.02,464.75,273.0,0.63,-36.91,-1.68,0.53,2.68,7.08,2242.33,2241.9,76.1,40.47,4572.85,52.43,4.09,2.67,3853.29,2994.82,1313.97,1639.78,2139.32,34599.88,31.14,2.28,139.84,,,,,51.0,58.0,40.3,58.3,45.7,38.2
P-8CE5AF64,College,2021-11-24,2021-11-24,1,190-200 lbs,3.4,41.72,3953.06,5305.54,61.39,4590.88,551.25,331.5,0.54,-42.58,-7.23,-12.2,-16.33,-11.1,2080.68,1893.48,203.25,39.73,5143.5,59.52,-8.36,-5.39,3734.16,2883.34,1642.79,2252.3,2720.62,42423.46,34.17,2.79,173.89,,,,,61.0,46.0,50.1,41.9,44.8,42.0
P-37C10E90,College,2021-11-24,2021-11-24,1,200-210 lbs,,40.94,7582.14,5615.78,59.35,12182.54,435.5,237.5,0.72,-34.71,-2.6,5.9,2.87,-0.41,2666.68,2661.88,30.75,37.85,5380.08,56.86,11.73,8.04,,,,,,32835.72,33.53,2.5,160.79,,,,,58.0,48.0,43.1,45.7,38.0,45.7
P-7456A209,College,2021-11-24,2022-02-08,2,190-200 lbs,2.955,31.005,4642.615,4080.02,46.54,4441.255,531.125,280.875,0.435,-33.355,5.69,21.01,3.4,-6.22,1910.975,1879.175,331.96,27.07,3925.415,44.795,14.985,-3.51,3402.005,2542.5,1005.825,1094.4,1219.08,50452.26,23.47,2.49,132.785,,,,,53.0,51.0,54.0,49.25,53.4,47.0
P-E69D81F9,College,2021-11-24,2021-11-24,1,190-200 lbs,4.49,42.3,5053.52,4761.82,54.31,6246.97,538.0,296.5,0.56,-43.6,16.33,26.09,14.19,0.23,2309.0,2320.98,114.15,34.98,4937.74,56.32,6.84,0.57,4725.08,3861.21,1429.94,2405.13,2942.93,79052.85,34.96,3.3,210.18,,,,,58.0,64.0,74.0,64.3,51.3,65.5
P-5F34EFE6,College,2021-11-25,2022-01-05,2,200-210 lbs,3.435,48.45,5744.055,5827.51,62.47,8006.73,474.0,273.125,0.73,-43.365,0.345,8.825,-0.55,-0.63,2555.615,2583.58,97.905,44.995,5820.69,62.395,-0.65,-0.62,4056.065,3140.32,1407.345,1900.53,2358.065,62889.83,32.32,2.42,153.98,,,,,63.0,56.0,50.75,44.05,41.7,41.45
P-255D6806,College,2021-11-29,2022-01-31,2,190-200 lbs,3.58,59.67,5913.715,6318.55,72.75,10188.035,476.5,269.625,0.895,-47.14,2.24,-4.115,4.99,2.915,2830.915,2857.295,75.39,55.41,6382.005,73.47,2.515,1.65,3903.44,3053.595,1779.57,2354.195,2659.735,64277.745,36.68,2.9,192.47,,,,,59.0,60.0,52.25,56.45,55.7,50.85
P-761EE855,College,2021-11-29,2023-02-06,3,180-190 lbs,3.987,53.703,4629.69,5961.893,71.64,5859.793,576.557,272.417,0.723,-40.743,8.393,19.06,8.133,10.357,2202.757,2118.157,228.73,44.377,5532.41,66.26,16.383,14.243,4062.463,3244.983,1422.937,1823.65,2352.163,40701.997,40.377,3.147,213.213,1014.88,807.12,-4.9,-5.45,64.667,61.0,41.4,48.4,36.05,33.9
P-53496B77,College,2021-11-29,2022-11-14,3,210-220 lbs,3.27,41.69,7685.37,5907.167,60.187,10646.273,414.943,237.083,0.707,-35.24,-3.313,-2.927,-0.543,2.93,2738.057,2755.84,62.72,36.09,5453.17,55.557,3.983,2.203,4105.123,3143.057,1838.443,2207.247,2562.8,64617.5,23.927,2.48,131.54,1325.86,996.99,6.43,7.63,57.0,57.0,44.2,51.8,65.85,59.1
P-53931238,College,2021-11-30,2022-11-14,5,180-190 lbs,3.05,39.424,4472.616,4445.01,53.124,4980.14,549.334,289.716,0.464,-35.24,6.162,12.282,6.228,1.19,1922.042,1902.648,332.934,32.976,4140.608,49.58,4.598,6.548,3327.024,2504.696,1452.492,2057.246,2542.274,25694.822,24.996,1.842,100.612,829.09,829.09,7.5,7.41,67.4,59.8,42.125,41.62,35.525,38.1
P-2CA0D422,College,2021-12-01,2022-05-19,4,180-190 lbs,4.5,48.838,5083.74,5372.042,62.275,6851.522,541.918,274.312,0.648,-43.252,-2.558,-2.093,-2.618,-1.99,2360.635,2366.305,170.635,38.368,4657.75,53.938,-2.575,-0.718,4643.997,3801.213,1480.213,2004.413,2659.37,34912.438,32.165,2.338,147.685,,,,,48.0,42.5,48.3,49.725,48.475,40.95
P-9DE4A822,College,2021-12-01,2021-12-01,1,220-230 lbs,3.33,38.55,7063.34,5179.29,50.07,10738.88,438.5,292.5,0.59,-40.59,6.45,8.55,8.36,4.42,2915.03,2946.43,79.05,32.45,4790.1,46.31,3.92,6.05,4391.3,3376.9,1872.8,2610.9,3277.7,53728.13,26.28,2.19,122.4,,,,,64.0,53.0,40.3,57.7,64.6,52.4
P-F07C2846,College,2021-12-02,2021-12-02,1,180-190 lbs,3.08,40.44,7382.53,5026.21,59.29,7125.3,445.0,221.75,0.63,-26.86,5.24,4.78,6.48,6.76,2308.22,2257.52,273.17,34.59,4262.53,50.28,12.02,-1.34,3390.8,2563.9,1547.0,1883.6,2158.1,24251.96,26.96,1.89,105.71,,,,,48.0,46.0,30.9,39.6,53.3,46.1
P-312BEC35,College,2021-12-02,2022-06-16,3,210-220 lbs,4.003,44.503,6854.723,6213.037,65.117,7794.333,456.027,247.943,0.673,-31.523,1.787,-4.047,2.373,-8.707,2485.977,2409.12,243.993,37.697,5943.613,62.277,-2.473,-8.793,4679.327,3745.933,1995.117,2841.227,3266.347,39781.13,34.077,2.717,173.013,,,,,54.667,55.0,50.5,50.733,54.9,57.167
P-245E7F48,College,2021-12-02,2021-12-02,1,230-240 lbs,4.31,39.83,6421.62,5532.29,52.11,8006.9,496.25,293.75,0.56,-40.93,5.06,5.45,5.9,9.5,2755.91,2754.67,124.8,37.79,5046.04,47.53,0.92,1.9,5519.2,4486.17,2068.6,2475.7,3678.7,57399.16,26.96,2.52,138.05,,,,,68.0,62.0,53.3,59.0,61.7,77.0
P-74A44DB5,College,2021-12-03,2022-11-08,2,170-180 lbs,3.925,45.405,4448.785,4992.015,61.945,5453.76,482.5,300.375,0.65,-40.425,5.955,2.19,4.38,7.075,1862.09,1865.725,77.555,38.25,4585.64,56.965,-2.64,5.09,3863.2,3074.16,1128.7,1202.7,1337.05,38018.845,31.675,2.66,163.15,1497.07,869.4,3.23,15.67,57.0,58.0,36.5,43.0,46.2,38.6
P-AE2EB6AC,College,2021-12-03,2023-01-02,6,170-180 lbs,3.897,43.632,4929.682,4674.518,60.485,5655.597,503.375,275.583,0.597,-37.015,-0.905,3.612,0.562,0.758,1956.287,1946.997,181.932,37.988,4594.967,59.507,-1.293,0.203,3715.853,2951.49,1425.953,1730.945,2004.862,47634.855,25.388,2.658,150.23,1024.9,735.79,-3.78,-0.19,63.25,59.75,40.567,51.05,30.7,37.225
P-798D98F0,College,2021-12-03,2022-01-19,2,210-220 lbs,3.985,43.245,6183.715,5607.705,56.32,8457.365,466.25,268.5,0.67,-39.745,2.855,8.72,2.38,2.625,2521.37,2511.905,67.055,35.6,5341.78,53.6,16.325,3.76,4866.8,3894.175,1415.55,1748.4,2199.8,41889.925,30.52,2.285,136.19,,,,,62.0,45.5,54.9,57.8,49.3,
P-BFE7BC55,College,2021-12-03,2021-12-03,1,210-220 lbs,3.13,42.85,6168.48,5509.67,56.81,9340.72,472.75,287.0,0.63,-39.14,5.4,6.24,3.7,-0.04,2437.98,2473.86,66.7,38.27,4950.31,51.04,-5.2,1.64,3926.4,2981.53,1573.4,2007.2,2907.6,40576.96,34.64,2.65,167.38,,,,,65.0,67.0,40.6,34.6,61.1,44.4
P-A36CF390,College,2021-12-06,2022-02-23,3,200-210 lbs,3.59,47.685,6499.21,5676.06,59.84,11466.095,482.0,269.125,0.73,-45.045,-0.415,-8.95,0.93,4.125,2907.15,2948.58,22.775,44.77,5770.665,60.825,-16.895,4.41,4197.5,3276.51,2049.0,2634.3,3228.25,49296.305,28.15,2.585,148.27,,,,,63.0,68.0,57.6,58.9,58.4,50.5
P-6557711B,College,2021-12-06,2021-12-06,1,180-190 lbs,4.77,39.68,6600.13,4799.14,56.64,8183.1,440.75,253.0,0.62,-33.62,-1.73,-6.76,-0.78,10.18,2300.99,2298.69,90.0,33.63,4129.78,48.74,-14.4,1.19,4786.9,3962.16,1507.4,2117.8,2638.9,73138.97,34.17,3.23,205.93,,,,,51.0,56.0,53.0,53.4,48.5,45.9
P-8756DBAC,College,2021-12-06,2021-12-06,1,180-190 lbs,4.09,41.24,4675.58,4701.27,55.23,6163.31,518.33,298.67,0.56,-43.78,9.4,10.36,9.1,5.14,2170.9,2179.17,136.57,36.87,4692.03,55.12,-0.13,8.41,4247.3,3411.48,1349.34,1702.76,2159.41,39295.89,31.26,2.68,159.86,,,,,64.0,60.0,36.3,40.2,46.8,53.6
P-A90379D4,College,2021-12-06,2021-12-06,1,200-210 lbs,3.99,41.98,6896.8,5342.15,56.09,8544.66,473.75,269.0,0.61,-35.69,6.83,6.56,4.31,-0.02,2636.26,2658.06,201.23,36.83,5264.33,55.28,-0.33,5.64,4652.3,3725.47,1336.9,1709.9,2258.3,,,,,,,,,58.0,38.0,45.4,51.3,55.4,60.3
P-A7D399C2,College,2021-12-06,2021-12-06,1,200-210 lbs,3.01,42.34,3227.52,4941.06,53.49,4052.1,709.67,426.33,0.39,-64.21,-13.61,-4.44,-13.0,-3.09,2350.13,2351.28,277.46,38.68,4863.86,52.65,-11.22,-8.31,3624.1,2726.11,1523.9,1919.2,2385.3,20099.74,25.94,1.6,87.7,,,,,60.0,57.0,30.8,39.8,30.0,38.6
P-A3402317,College,2021-12-06,2021-12-06,1,130-140 lbs,1.85,36.28,3915.47,3161.88,53.1,4185.17,448.25,261.5,0.53,-32.19,9.13,15.55,6.34,2.86,1389.89,1382.68,127.57,34.08,2994.33,50.28,-5.36,1.41,1659.7,1077.87,676.3,710.3,757.5,39478.97,29.31,3.06,180.81,,,,,57.0,56.0,36.4,39.3,31.4,28.8
P-DD8AD87C,College,2021-12-07,2022-01-20,2,160-170 lbs,3.52,34.795,4431.835,3798.64,51.485,4398.545,493.125,264.625,,-31.02,3.145,2.13,1.48,0.425,1711.35,1651.07,295.515,30.23,3511.675,47.665,-6.565,0.65,3270.8,2548.59,1427.865,1798.855,2144.365,30888.19,26.555,2.1,119.455,,,,,62.5,50.5,33.1,39.65,46.6,39.0
P-5BAB00F1,College,2021-12-07,2022-01-31,2,200-210 lbs,3.04,37.845,5449.31,5144.415,55.22,6134.6,505.875,265.25,0.55,-35.485,-0.975,3.97,-0.025,1.925,2226.72,2190.805,264.82,33.83,4763.975,51.135,3.665,1.105,3689.665,2778.725,1865.49,2123.73,2584.335,41168.21,30.79,2.515,152.51,,,,,69.5,68.5,45.3,49.9,45.7,56.25
P-16B02273,College,2021-12-07,2021-12-07,1,180-190 lbs,3.57,52.55,5410.69,5899.26,71.71,6257.49,460.5,252.75,0.79,-36.37,-2.24,2.61,-3.93,-12.58,2155.5,2110.9,147.8,46.43,5031.42,61.16,2.07,-9.17,3687.26,2877.23,1462.51,2225.97,2392.63,43521.33,31.26,2.84,182.56,,,,,47.0,56.0,45.6,40.7,53.4,64.6
P-D54F3B2A,College,2021-12-08,2021-12-08,1,200-210 lbs,4.12,43.81,6512.22,6091.98,64.71,6822.91,470.25,233.25,0.64,-30.04,8.11,17.69,10.15,10.71,2542.6,2181.77,229.38,41.4,5657.3,60.1,20.21,10.33,4729.28,3804.61,1916.81,2569.88,3003.72,47506.15,30.89,2.44,154.19,,,,,62.0,66.0,44.2,48.2,53.4,70.4
P-5386CC38,College,2021-12-08,2022-11-14,2,200-210 lbs,3.76,47.74,5204.37,6149.17,64.83,5977.82,561.25,289.625,0.565,-39.05,11.59,16.985,10.735,5.36,2382.335,2379.48,349.355,42.525,6006.81,63.335,12.895,5.31,4423.05,3491.37,1625.21,2096.35,2631.37,38889.18,32.95,2.55,160.355,1084.53,933.51,-3.2,2.08,56.5,56.0,41.3,53.8,40.8,53.2
P-D30A62F4,College,2021-12-08,2021-12-08,1,180-190 lbs,5.56,49.62,6365.78,5299.96,62.37,8796.41,473.0,251.25,0.85,-37.45,3.29,8.54,1.07,-6.92,2556.83,2561.17,185.23,44.27,4884.25,57.48,4.64,-3.11,5467.79,4631.28,1437.96,1568.85,1800.53,35666.97,44.87,3.0,201.26,,,,,72.0,69.0,59.4,77.2,83.5,66.0
P-6EDD92DF,College,2021-12-09,2022-01-18,2,190-200 lbs,4.07,35.285,4922.615,4990.155,55.135,4174.06,515.5,255.5,0.505,-29.915,-1.25,-11.98,-5.955,-0.56,2124.675,1828.385,364.79,36.87,4803.735,53.095,-4.73,-0.1,4495.72,3610.625,1696.78,1998.03,2304.64,52193.505,29.26,2.28,136.0,,,,,48.5,47.5,44.35,49.75,40.95,49.95
P-F408389B,College,2021-12-13,2022-06-28,3,210-220 lbs,3.705,46.293,6856.907,6155.997,62.34,9411.86,473.917,268.083,0.67,-40.167,-5.303,-4.873,-4.227,-2.46,2766.92,2859.07,108.08,38.113,5832.567,59.057,0.197,-0.463,4548.725,3582.33,1279.85,1645.395,2012.2,39054.263,30.09,2.25,136.013,,,,,49.0,46.333,43.867,54.633,48.633,54.933
P-7B680AD6,College,2021-12-13,2022-01-20,2,200-210 lbs,3.68,42.135,12119.21,5883.29,62.81,16224.055,388.625,196.585,0.73,-25.24,-0.785,9.125,-2.84,-1.625,3086.665,3083.21,52.475,34.015,4635.46,49.495,-8.195,-3.48,4294.1,3383.45,1756.35,2590.15,3188.55,43623.4,37.595,2.79,189.66,,,,,69.5,55.0,47.85,38.85,49.45,53.9
P-815E2CF9,College,2021-12-13,2021-12-13,1,190-200 lbs,3.92,50.0,5441.27,5860.04,64.67,7991.79,491.5,275.75,0.67,-41.53,3.18,3.78,1.79,-5.32,2452.16,2466.96,205.21,42.34,5176.42,57.12,1.4,-1.07,4371.7,3480.86,2013.1,2928.4,3113.7,23208.94,31.26,2.34,141.56,,,,,41.0,38.0,51.3,51.8,60.0,56.7
P-42BAE8C2,College,2021-12-13,2021-12-13,1,200-210 lbs,3.22,44.63,4737.38,5304.35,57.97,7342.75,502.5,318.25,0.62,-52.58,-7.76,-4.71,-7.0,-7.08,2528.92,2541.97,51.7,39.74,5027.25,54.94,0.05,-1.19,3786.4,2893.5,1971.9,2340.0,2794.8,43378.08,35.35,2.89,186.97,,,,,54.0,56.0,42.1,38.3,52.1,47.4
