test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs],athlete_uid,athlete_id,session_num
2023-12-13,College,,85-90,43.59,7749.28,6112.68,62.14,10616.24,411.75,240.5,0.72,-35.07,-8.19,-11.63,-3.82,2.66,2777.85,2789.85,78.91,35.94,5837.17,59.34,0.47,-0.12,4131.53,3169.3,2201.85,2600.36,2947.42,75780.0,21.01,2.52,125.22,,,,,,,,,,,2023-12-11,87.9,31.5,,,,3.29,216.41,8d105c9d-2527-4eb6-9f58-51862439a76a,ATHLETE_0181,2
2024-05-14,College,,85-90,40.46,7159.08,5786.66,58.02,10225.29,432.33,252.0,0.68,-38.46,0.02,-0.59,2.08,4.51,2761.07,2802.97,50.85,34.27,5284.73,52.99,6.84,4.4,4083.9,3106.47,1927.3,2355.4,2684.5,62914.83,26.39,2.48,140.47,1325.86,996.99,6.43,7.63,59.0,58.0,47.7,,66.3,,2024-05-14,89.8,30.5,,,,3.18,219.43,8d105c9d-2527-4eb6-9f58-51862439a76a,ATHLETE_0181,3
2023-05-31,College,,<80,38.78,4125.2,4578.14,51.8,4485.83,625.0,304.25,0.43,-38.06,4.92,11.72,5.34,8.75,1987.83,1981.58,411.15,29.66,4255.62,48.14,13.48,9.21,3027.9,2166.68,1452.6,1953.3,2376.6,20857.06,26.28,1.79,102.13,,,,,69.0,60.0,38.6,38.1,34.6,29.8,2023-05-30,79.0,39.2,,,,2.5,194.46,e209ad98-988c-468b-b6c5-5349d114edfa,ATHLETE_0182,1
2023-07-25,College,65-70,80-85,37.22,4852.93,4577.95,51.41,5701.69,534.0,278.33,0.47,-34.58,6.86,13.76,6.15,1.7,2077.73,2069.33,390.69,31.81,4003.29,44.96,1.56,4.98,3898.9,3031.01,1215.6,1928.2,2614.8,22091.17,24.06,1.72,92.62,,,,,69.0,63.0,39.7,41.9,35.8,37.9,2023-07-13,83.0,40.8,2023-07-14,66.7,26.5,3.47,195.91,e209ad98-988c-468b-b6c5-5349d114edfa,ATHLETE_0182,2
2023-12-29,College,<65,<80,43.66,4084.98,4259.14,54.3,4753.39,551.67,315.33,0.44,-36.87,5.44,10.31,5.39,5.16,1811.82,1801.07,298.65,36.23,4196.17,53.5,-3.02,4.56,2964.22,2178.61,1470.46,2123.53,2559.57,36618.07,25.27,1.85,99.18,,,,,69.0,63.0,48.2,38.3,32.4,37.4,2023-12-28,74.3,42.0,2023-12-27,61.3,19.3,2.83,172.55,e209ad98-988c-468b-b6c5-5349d114edfa,ATHLETE_0182,3
2024-03-26,College,65-70,80-85,37.05,4367.57,4235.83,52.48,4495.17,527.67,285.0,0.47,-33.89,6.72,14.98,7.23,-11.43,1800.65,1755.09,275.76,32.92,3924.73,48.72,4.64,10.97,3312.7,2520.91,1497.0,2096.4,2523.3,24868.53,26.28,2.0,110.84,,,,,67.0,53.0,42.0,44.6,39.3,45.0,2024-03-26,82.5,40.6,2024-03-25,65.8,14.7,3.19,177.56,e209ad98-988c-468b-b6c5-5349d114edfa,ATHLETE_0182,4
2024-05-14,College,,80-85,40.41,4932.4,4573.99,55.63,5464.62,508.33,265.67,0.51,-32.8,6.87,10.64,7.03,1.77,1932.18,1906.17,288.42,34.26,4323.23,52.58,6.33,3.02,3431.4,2626.27,1626.8,2184.8,2637.1,24039.28,23.09,1.85,98.29,829.09,829.09,7.5,7.41,63.0,60.0,,45.2,,40.4,2024-05-14,82.8,44.9,,,,3.26,180.91,e209ad98-988c-468b-b6c5-5349d114edfa,ATHLETE_0182,5
2023-06-01,College,,80-85,46.99,4633.07,4981.93,61.67,5941.24,547.5,267.75,0.65,-42.07,-5.41,0.41,-5.99,-7.55,2161.69,2168.8,229.46,37.25,4192.55,51.9,-3.88,-4.45,4301.7,3512.46,1029.7,1503.1,2203.3,24773.25,31.63,2.24,139.47,,,,,45.0,36.0,47.5,42.4,44.7,41.5,2023-05-29,80.1,25.3,,,,4.43,177.74,5ee90da1-45d2-46b9-9b60-f3dac570eab6,ATHLETE_0183,1
2023-07-14,College,,80-85,47.34,5057.97,5319.53,61.07,6489.02,526.5,279.5,0.61,-42.31,-5.34,-4.87,-3.45,1.85,2289.59,2295.23,160.9,35.88,4554.02,52.28,-7.61,0.56,4857.1,4007.26,1518.0,1942.6,2536.9,60352.46,26.85,2.23,127.57,,,,,51.0,40.0,51.9,54.8,49.9,38.4,2023-07-14,82.0,26.5,,,,4.69,191.64,5ee90da1-45d2-46b9-9b60-f3dac570eab6,ATHLETE_0183,2
2023-10-06,College,,80-85,51.49,5167.78,5612.59,64.68,7066.44,547.0,275.33,0.67,-43.61,1.38,0.62,0.4,-4.26,2412.68,2417.77,173.43,40.31,4772.83,55.01,1.98,-0.51,,,,,,22760.76,35.88,2.31,155.98,,,,,45.0,44.0,47.1,50.9,51.3,36.2,2023-10-03,82.6,26.5,,,,,190.89,5ee90da1-45d2-46b9-9b60-f3dac570eab6,ATHLETE_0183,3
2023-11-17,College,,85-90,49.53,5476.14,5574.12,61.68,7909.39,546.67,274.67,0.66,-45.02,-0.86,-4.53,-1.43,2.0,2578.58,2583.42,118.75,40.03,5111.6,56.56,-0.79,1.53,4773.19,3883.92,1892.94,2567.54,3237.91,31763.28,34.3,2.57,167.72,,,,,51.0,50.0,46.7,50.8,48.0,47.7,2023-11-14,85.1,26.6,,,,4.38,198.81,5ee90da1-45d2-46b9-9b60-f3dac570eab6,ATHLETE_0183,4
2023-06-02,College,,80-85,39.9,6830.35,5972.97,62.14,7029.23,458.0,242.5,0.59,-29.04,0.67,-0.55,5.04,-11.73,2484.11,2300.39,304.66,34.11,5766.17,59.99,-5.06,-9.61,4326.2,3386.43,1860.9,2733.6,3187.1,42979.08,32.39,2.66,164.36,,,,,50.0,56.0,37.5,42.3,42.7,36.7,2023-06-02,84.9,26.4,,,,3.59,211.46,7098a145-91c4-4003-b05f-40ee6aed919c,ATHLETE_0186,1
2023-07-20,College,,85-90,43.59,6785.39,6235.1,64.59,7968.24,443.75,246.0,0.67,-31.93,0.97,-4.49,0.92,-6.23,2477.88,2416.95,251.05,37.85,6065.02,62.83,-1.19,-6.62,4722.7,3780.58,2426.0,3237.8,3306.5,47412.6,32.89,2.77,175.8,,,,,59.0,56.0,54.2,57.5,58.2,71.0,2023-07-18,88.8,28.8,,,,3.99,212.37,7098a145-91c4-4003-b05f-40ee6aed919c,ATHLETE_0186,2
2023-12-15,College,,85-90,50.02,6948.43,6431.04,68.62,8385.53,466.33,255.33,0.76,-33.6,3.72,-7.1,1.16,-8.16,2495.94,2510.02,176.27,41.13,5999.65,64.01,-1.17,-10.15,4989.08,4070.79,1698.45,2552.28,3305.44,28951.71,36.95,2.72,178.88,,,,,55.0,53.0,59.8,52.4,63.8,63.8,2023-12-14,90.0,35.9,,,,4.43,206.21,7098a145-91c4-4003-b05f-40ee6aed919c,ATHLETE_0186,3
2023-06-03,College,,80-85,45.8,3417.55,4248.1,61.06,3787.69,591.25,306.75,0.52,-44.56,-7.03,-0.98,-3.33,2.48,1765.21,1755.27,238.46,39.7,4249.88,61.09,-5.32,-0.84,3315.6,2637.67,1172.0,1428.0,1686.5,37624.67,23.62,2.55,143.58,,,,,65.0,65.0,37.1,50.3,30.1,30.7,2023-06-01,80.7,57.5,,,,3.87,153.05,a82cce94-ed4f-45f1-bfb6-946e5de32236,ATHLETE_0189,1
2023-06-06,College,,80-85,33.48,5605.23,3996.08,47.92,5761.92,453.5,273.25,0.49,-30.35,-1.47,5.14,-0.37,0.79,1871.7,1856.99,154.78,28.51,3806.71,45.65,-2.37,1.52,2724.4,1913.29,1582.2,1957.1,2112.1,57020.7,27.19,2.7,151.58,,,,,,,,,,,2023-06-01,80.7,57.5,,,,2.34,183.46,a82cce94-ed4f-45f1-bfb6-946e5de32236,ATHLETE_0189,2
2023-06-06,College,,80-85,33.9,6239.96,4901.98,51.03,7591.33,457.75,290.5,0.47,-33.88,-3.05,2.86,-3.53,-6.8,2226.56,2243.98,148.88,31.55,4845.9,50.44,10.32,-1.38,4376.6,3439.38,1928.8,2565.8,2968.6,59332.07,30.04,2.87,175.05,,,,,,,,,,,2023-06-01,80.7,57.5,,,,3.65,211.35,a82cce94-ed4f-45f1-bfb6-946e5de32236,ATHLETE_0189,3
2023-07-13,College,,80-85,47.53,3646.4,4422.53,62.22,4512.06,568.5,304.5,0.57,-44.98,-2.7,0.88,1.11,5.07,1872.2,1869.66,229.48,40.56,4785.87,67.24,0.07,2.05,3928.4,3233.21,1128.0,1506.5,2068.6,43039.78,24.28,2.61,146.72,,,,,62.0,61.0,37.0,47.2,34.8,38.6,2023-07-14,81.9,52.1,,,,4.64,156.4,a82cce94-ed4f-45f1-bfb6-946e5de32236,ATHLETE_0189,4
2023-12-15,College,,80-85,49.94,5376.86,5249.44,69.19,6109.67,471.75,243.25,0.76,-34.62,4.16,6.85,4.92,2.24,2032.89,2019.89,160.83,42.01,5037.47,66.4,-0.88,0.22,3954.42,3206.56,1597.82,1753.57,1992.67,51375.03,18.84,2.64,135.75,,,,,64.0,59.0,47.6,55.0,27.2,43.7,2023-12-18,82.2,55.2,,,,4.31,166.91,a82cce94-ed4f-45f1-bfb6-946e5de32236,ATHLETE_0189,5
2024-07-02,College,,80-85,51.14,5292.09,5228.98,71.49,6170.91,477.5,235.25,0.77,-33.7,4.66,6.92,4.57,0.77,1969.16,1936.19,159.16,45.6,4843.97,66.22,-9.58,-0.35,3995.7,3278.83,1146.9,1174.7,1200.7,37416.88,28.36,2.58,148.7,1024.9,735.79,-3.78,-0.19,62.0,54.0,,51.7,,35.9,2024-07-02,83.9,46.8,,,,4.57,160.93,a82cce94-ed4f-45f1-bfb6-946e5de32236,ATHLETE_0189,6
2023-06-06,College,,85-90,47.42,6687.49,5758.83,59.07,12356.45,462.75,265.25,0.74,-43.71,-0.68,-7.87,0.07,0.52,2914.47,2939.36,16.04,46.12,5894.34,60.46,-18.62,0.78,4383.7,3436.87,2280.4,3015.4,3721.2,46722.12,22.25,2.43,123.59,,,,,63.0,68.0,57.6,58.9,58.4,50.5,2023-06-05,88.9,28.7,,,,3.59,214.48,7106a34e-6595-41bf-a656-eeaef90c3ab5,ATHLETE_0192,1
2023-08-22,College,65-70,,47.95,6310.93,5593.29,60.61,10575.74,501.25,273.0,0.72,-46.38,-0.15,-10.03,1.79,7.73,2899.83,2957.8,29.51,43.42,5646.99,61.19,-15.17,8.04,,,,,,51870.49,34.05,2.74,172.95,,,,,,,,,,,,,,2023-08-22,67.8,26.3,,203.04,7106a34e-6595-41bf-a656-eeaef90c3ab5,ATHLETE_0192,2
2023-08-24,College,65-70,,,,,,,,,,,,,,,,,,,,,,,4011.3,3116.15,1817.6,2253.2,2735.3,,,,,,,,,,,,,,,,,,2023-08-22,67.8,26.3,,,7106a34e-6595-41bf-a656-eeaef90c3ab5,ATHLETE_0192,3
2023-06-13,College,,90+,47.38,6689.07,6007.58,62.63,9002.97,490.5,264.75,0.65,-38.89,-7.39,-8.8,-5.81,-0.43,2671.81,2754.84,154.32,31.59,5235.58,54.77,1.26,1.71,4280.6,3346.32,1357.4,1698.9,2068.8,28746.25,34.17,2.2,140.95,,,,,44.0,41.0,42.9,48.9,43.6,51.9,2023-06-12,90.6,37.5,,,,3.56,211.05,2e765240-dd43-471e-bf5e-0891d4daeeae,ATHLETE_0205,1
2023-07-29,College,,90+,45.59,6562.44,6051.73,61.01,9237.96,480.0,277.5,0.66,-42.0,-7.33,-4.87,-5.85,-3.28,2760.01,2846.37,91.67,40.79,5910.28,59.59,-4.28,1.51,,,,,,39583.4,30.16,2.2,132.7,,,,,51.0,50.0,44.4,56.3,53.7,56.6,2023-07-27,92.5,35.4,,,,,218.22,2e765240-dd43-471e-bf5e-0891d4daeeae,ATHLETE_0205,2
2023-12-27,College,,90+,45.91,7319.21,6408.68,63.38,9994.65,451.25,262.0,0.7,-39.61,-1.19,-0.95,-1.02,-3.67,2868.94,2976.0,78.25,41.96,6351.84,62.81,3.61,-4.61,4816.85,3818.34,1202.3,1591.89,1955.6,48833.14,25.94,2.35,134.39,,,,,52.0,48.0,44.3,58.7,48.6,56.3,2023-12-18,91.5,36.1,,,,3.85,222.46,2e765240-dd43-471e-bf5e-0891d4daeeae,ATHLETE_0205,3
2023-06-13,College,,85-90,50.63,5654.74,6252.82,65.79,7209.26,479.67,286.0,0.74,-44.34,-5.74,0.11,-4.58,-1.06,2648.41,2651.21,147.62,41.75,6004.97,63.19,5.04,-2.45,,,,,,37671.77,36.81,2.44,152.5,,,,,62.0,59.0,45.2,49.1,36.6,44.9,2023-06-12,88.3,30.6,,,,,209.09,fc6c3268-a663-42db-a8e8-7f151492258c,ATHLETE_0209,1
2023-12-29,College,,85-90,52.16,6123.97,6495.36,69.13,8702.66,465.25,279.0,0.81,-43.05,-10.04,-4.61,-8.92,-6.78,2730.48,2755.23,120.42,40.45,5999.26,63.85,-2.45,-0.62,4412.04,3484.82,1211.29,1367.45,1608.78,41842.07,24.17,2.15,124.89,,,,,78.0,55.0,48.5,47.4,37.7,50.5,2023-12-28,88.3,34.0,,,,3.78,206.71,fc6c3268-a663-42db-a8e8-7f151492258c,ATHLETE_0209,2
2024-05-28,College,,85-90,47.08,6033.37,6083.24,63.63,8479.67,462.0,296.33,0.77,-44.89,-0.25,11.18,-6.73,-14.13,2757.05,2779.38,70.57,37.01,5563.29,58.19,13.98,-10.62,4667.8,3725.87,1505.3,1876.5,2362.7,26569.54,28.6,1.97,112.81,952.38,952.38,-5.97,-6.88,62.0,59.0,,,,,2024-05-31,89.5,30.7,,,,3.97,210.32,fc6c3268-a663-42db-a8e8-7f151492258c,ATHLETE_0209,3
2023-06-14,College,,85-90,56.92,5266.57,6605.35,78.75,5972.54,465.75,252.75,0.83,-38.1,7.31,12.93,5.29,4.62,2232.25,2156.5,149.84,50.91,6747.47,80.45,6.35,0.8,3513.9,2696.03,1507.9,1907.6,2412.7,39595.64,35.09,3.02,201.35,,,,,60.0,53.0,47.6,49.1,43.2,56.7,2023-06-13,88.6,28.5,,,,3.28,184.54,e6b7c568-89ae-44ce-b705-46a02adfba54,ATHLETE_0216,1
2023-07-26,College,70+,85-90,54.6,4589.05,5853.37,71.12,5357.96,497.25,268.75,0.76,-41.44,6.18,10.45,6.91,2.56,2096.81,2072.91,173.9,51.86,5998.39,72.89,8.17,-1.11,3846.4,3045.59,1164.8,1679.2,2204.8,44199.65,38.58,3.24,216.59,,,,,54.0,55.0,44.6,61.9,45.5,49.9,2023-07-27,89.6,37.0,2023-07-27,71.9,21.7,3.77,181.06,e6b7c568-89ae-44ce-b705-46a02adfba54,ATHLETE_0216,2
2024-06-11,College,,90+,51.33,4876.33,5782.28,69.64,5476.56,512.0,264.0,0.72,-39.18,5.74,20.32,2.15,-4.16,2185.24,2174.39,262.96,47.86,5859.46,70.57,7.16,-2.28,3708.5,2894.65,1529.6,2031.9,2490.4,19593.43,32.13,2.83,166.04,1140.25,831.68,13.65,17.53,59.0,57.0,,51.4,,66.7,2024-06-11,90.2,34.0,,,,3.56,182.67,e6b7c568-89ae-44ce-b705-46a02adfba54,ATHLETE_0216,3
2024-07-10,College,,90+,52.82,5930.31,5893.99,69.84,7312.7,444.67,251.33,0.81,-38.23,11.47,19.13,6.71,-4.93,2396.66,2405.77,145.81,47.13,5732.44,67.93,6.84,-2.08,,,,,,43809.9,38.31,3.13,208.51,1255.77,843.89,10.47,14.93,57.0,56.0,,44.7,,70.9,2024-07-23,90.6,35.0,,,,,185.66,e6b7c568-89ae-44ce-b705-46a02adfba54,ATHLETE_0216,4
2023-06-16,College,,85-90,45.75,7477.17,5259.04,65.58,10496.41,398.25,217.5,0.78,-29.53,1.27,-1.1,0.25,-2.27,2338.19,2347.2,145.82,43.52,4807.51,59.94,14.09,-0.87,4190.8,3407.25,1432.6,1946.3,2600.7,46009.41,35.22,2.79,181.85,,,,,71.0,61.0,54.4,47.4,47.2,54.7,2023-06-15,87.4,45.7,,,,4.33,176.44,c38bad1d-03ae-412c-9239-440b6e63d6b3,ATHLETE_0220,1
2023-08-04,College,,85-90,,,,,,,,,,,,,,,,,,,,,,4366.2,3584.9,1426.3,1719.4,2137.0,,,,,,,,,79.0,68.0,47.0,50.3,49.0,63.9,2023-07-25,89.0,48.5,,,,,,c38bad1d-03ae-412c-9239-440b6e63d6b3,ATHLETE_0220,2
2023-08-04,College,,85-90,46.87,8104.04,5570.85,69.55,10938.33,399.0,210.75,0.79,-27.93,9.86,19.84,4.75,-14.58,2366.77,2368.52,114.84,44.74,4932.58,61.58,11.8,-1.09,,,,,,33844.35,36.41,2.68,170.93,,,,,79.0,68.0,47.0,50.3,49.0,63.9,2023-07-25,89.0,48.5,,,,,176.22,c38bad1d-03ae-412c-9239-440b6e63d6b3,ATHLETE_0220,3
2023-06-21,College,,<80,34.15,5596.15,4607.09,56.36,5337.43,445.25,228.0,0.52,-25.98,3.09,11.57,3.78,4.06,2118.75,1691.41,238.65,32.73,4447.59,54.41,1.37,6.78,3030.6,2232.44,1560.1,1992.0,2146.9,24119.35,23.09,1.93,98.12,,,,,47.0,51.0,32.8,39.8,42.0,41.8,2023-06-20,77.6,20.7,,,,2.78,179.83,78ff165f-2a2d-48f9-99fe-0ffa5beed8cd,ATHLETE_0224,1
2023-08-16,College,<65,,38.51,6254.43,5175.41,60.54,6882.62,437.33,244.33,0.57,-28.9,1.36,22.26,2.37,-13.53,2168.79,1992.15,184.96,33.59,4840.73,56.62,8.78,-5.77,3510.1,2676.93,1883.4,2341.9,2475.7,36188.31,22.35,2.0,103.65,,,,,43.0,50.0,55.5,42.7,48.5,52.8,,,,2023-08-16,59.5,11.6,3.19,188.08,78ff165f-2a2d-48f9-99fe-0ffa5beed8cd,ATHLETE_0224,2
2023-10-10,College,65-70,,39.88,6109.68,5188.84,59.62,8121.37,438.75,253.25,0.59,-33.7,8.52,14.46,5.55,6.17,2195.57,2210.74,161.32,33.67,4760.54,54.7,-1.45,6.27,3573.7,2721.99,1779.0,2334.2,2676.3,47260.74,16.42,2.12,96.95,,,,,49.0,49.0,37.7,44.0,33.4,44.1,,,,2023-10-09,66.3,17.8,3.19,191.47,78ff165f-2a2d-48f9-99fe-0ffa5beed8cd,ATHLETE_0224,3
2023-06-27,College,<65,,45.67,5037.13,5169.44,60.89,6715.71,483.0,276.75,0.63,-39.55,-9.99,-19.25,-5.62,-2.93,2086.6,2092.34,100.61,39.71,5224.3,61.54,-1.73,-3.83,3558.7,2728.27,856.1,1043.3,1437.4,30512.97,36.41,2.4,159.92,,,,,62.0,50.0,62.5,38.6,59.1,53.3,,,,2023-06-26,64.3,18.0,3.28,186.76,58f9b14c-8ac5-485a-af4f-50b918036353,ATHLETE_0227,1
2023-08-08,College,65-70,,43.34,4500.22,5108.82,59.06,5628.98,531.75,296.5,0.57,-41.62,-3.09,-14.41,-1.75,-0.12,1990.98,1983.7,110.56,39.11,4966.92,57.42,-2.23,2.11,3686.1,2846.45,1491.1,1755.7,1967.1,36470.04,26.85,2.45,141.13,,,,,53.0,60.0,35.8,39.7,45.8,52.4,,,,2023-08-07,66.2,21.6,3.36,190.32,58f9b14c-8ac5-485a-af4f-50b918036353,ATHLETE_0227,2
2024-01-09,College,65-70,,44.27,5064.09,5271.51,61.81,6626.1,486.0,273.67,0.64,-39.74,-4.71,-16.28,-1.66,-2.88,2077.84,2074.41,64.66,36.93,5146.8,60.35,0.29,-1.34,3610.2,2775.65,1204.9,1526.0,1945.4,45743.07,28.84,2.35,140.63,,,,,54.0,48.0,39.7,42.3,36.4,55.8,,,,2024-01-08,65.1,30.4,3.32,187.64,58f9b14c-8ac5-485a-af4f-50b918036353,ATHLETE_0227,3
2023-06-27,College,65-70,,49.17,6494.01,6173.65,61.19,9142.76,506.75,272.25,0.75,-41.98,8.72,11.28,4.22,-0.59,2927.29,2957.62,236.28,44.94,6119.3,60.65,6.23,-0.43,5685.2,4699.44,2090.8,2726.0,3864.4,37817.72,36.14,2.73,185.74,,,,,65.0,69.0,59.9,37.1,75.1,64.2,,,,2023-06-26,68.4,31.2,4.75,221.98,a4ae9d24-ef38-46b6-bdf2-14c2be07f299,ATHLETE_0230,1
2023-08-18,College,70+,,45.94,5783.33,5890.85,58.81,7849.34,551.25,285.0,0.69,-45.18,13.67,12.24,9.03,10.39,2804.87,2847.53,238.21,42.9,5775.84,57.66,1.15,8.2,6221.7,5247.31,1440.5,1695.2,2143.9,56281.18,35.75,2.95,195.59,,,,,58.0,67.0,55.0,46.2,64.8,50.6,,,,2023-08-24,73.7,22.3,5.34,220.37,a4ae9d24-ef38-46b6-bdf2-14c2be07f299,ATHLETE_0230,2
2023-12-15,College,70+,,51.16,6713.51,6088.81,61.61,10175.87,471.25,278.5,0.78,-44.5,11.99,12.34,6.74,0.64,3071.38,3124.38,143.13,42.23,5804.27,58.74,2.75,1.49,6560.02,5590.63,1467.23,1982.01,2745.54,26936.9,37.76,3.25,218.23,,,,,72.0,68.0,60.8,58.1,67.2,80.1,,,,2023-12-19,74.6,24.3,5.77,217.4,a4ae9d24-ef38-46b6-bdf2-14c2be07f299,ATHLETE_0230,3
2024-08-14,College,70+,,41.41,7428.27,5722.07,56.65,12268.85,459.0,266.67,0.69,-38.17,15.74,15.8,14.98,12.42,2932.23,2965.69,130.6,36.55,5380.03,53.26,17.77,12.01,,,,,,40474.56,33.66,2.64,175.73,1667.61,1009.58,-21.9,-8.36,64.0,66.0,,,,,,,,2024-08-14,74.3,19.2,,222.24,a4ae9d24-ef38-46b6-bdf2-14c2be07f299,ATHLETE_0230,4
2023-06-29,College,,80-85,53.46,5872.25,6881.06,66.87,8040.95,509.0,282.75,0.7,-44.92,-27.62,-28.62,-20.55,-14.81,2783.11,2788.18,157.01,43.95,6229.4,60.53,-6.06,-13.0,4802.4,3799.38,1157.9,1289.3,1352.5,235133.33,29.07,1.92,111.68,,,,,59.0,50.0,45.1,57.2,48.9,72.0,2023-07-13,83.3,25.8,,,,3.76,226.4,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,1
2023-09-22,College,70+,,49.75,5479.37,6671.7,62.65,7583.38,539.5,306.25,0.63,-45.86,-11.21,-10.61,-7.3,-7.24,2703.64,2743.98,231.59,40.39,5943.31,55.81,3.63,-5.89,5216.8,4174.55,1962.0,2583.0,2935.0,37993.68,26.62,1.94,106.94,,,,,56.0,45.0,46.0,52.5,46.3,63.0,,,,2023-10-03,71.4,20.3,4.0,234.28,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,2
2023-11-03,College,,85-90,49.02,5862.49,6541.11,61.55,8343.23,533.25,291.0,0.65,-45.99,-10.37,-10.06,-9.69,-9.31,2875.54,2909.18,216.75,41.86,6217.21,58.5,-4.41,-6.26,5083.0,4047.42,1768.2,2259.5,2615.9,98986.43,27.77,2.0,117.63,,,,,65.0,58.0,41.2,52.7,43.3,64.0,2023-11-07,85.1,25.5,,,,3.88,233.82,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,3
2023-12-15,College,70+,,52.92,5779.31,6779.49,63.9,8785.83,547.0,299.75,0.64,-47.37,-8.72,-11.13,-2.34,-1.27,2949.85,2986.28,246.91,47.85,6411.67,60.43,3.1,-2.65,5186.93,4147.23,1679.58,2168.59,2780.52,38827.96,31.02,2.04,119.89,,,,,58.0,45.0,51.0,57.7,59.2,72.3,,,,2023-12-14,77.2,13.1,3.99,233.4,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,4
2024-02-17,College,70+,,47.31,5195.77,6204.91,59.88,7275.68,536.0,314.0,0.61,-49.16,-0.75,4.01,2.61,-1.22,2618.17,2706.78,152.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-17,85.4,25.3,,227.99,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,5
2024-03-01,College,70+,,54.7,5622.46,6592.93,64.62,8513.3,524.33,310.67,0.78,-50.65,-2.04,-7.23,1.11,6.08,2867.13,2954.9,106.84,48.54,6201.44,60.79,2.83,4.43,5804.5,4797.55,1357.7,1637.9,2171.8,42607.85,32.39,2.34,145.39,,,,,66.0,51.0,44.9,60.6,57.5,82.3,,,,2024-02-17,85.4,25.3,4.8,224.44,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,6
2024-04-12,College,70+,85-90,55.37,5284.33,6726.86,64.95,8042.75,560.75,310.75,0.79,-53.86,0.69,-1.21,1.79,-3.12,2903.52,3001.95,158.05,47.49,6337.27,61.17,-1.05,0.38,4915.6,3896.0,2034.0,2536.9,2777.0,43072.58,33.15,2.17,133.32,1455.38,1032.07,15.6,16.66,49.0,52.0,53.0,61.2,51.6,70.3,2024-04-25,85.6,30.8,2024-04-23,80.2,27.7,3.84,227.85,89d9ac05-56b2-4872-991f-c0e079473e59,ATHLETE_0236,7
2023-07-04,College,70+,,39.2,8456.84,5335.94,56.85,9846.97,447.5,218.25,0.65,-28.87,12.66,25.62,9.37,-3.86,2638.37,2609.05,185.03,30.88,4833.51,51.49,12.29,-1.4,4131.3,3218.4,1497.6,1847.1,2263.5,34866.74,29.67,1.95,115.87,,,,,43.0,49.0,47.1,39.8,43.8,48.1,,,,2023-07-03,71.1,27.8,3.5,206.51,557c5438-437a-4f1e-a26f-76ab09a1217b,ATHLETE_0239,1
2023-08-10,College,70+,,41.08,6255.96,4989.41,54.44,8632.45,477.5,265.0,0.65,-38.07,10.82,12.9,12.77,10.03,2509.08,2509.73,128.3,35.99,4778.69,52.15,0.09,8.95,4953.4,4059.03,1843.7,1945.3,2136.2,40273.63,35.09,2.71,177.84,,,,,58.0,55.0,63.8,53.8,44.3,41.7,,,,2023-08-16,70.9,21.7,4.52,201.61,557c5438-437a-4f1e-a26f-76ab09a1217b,ATHLETE_0239,2
